,TSLA,INTC,AMD,AAPL,MSFT,SPY,GOOG,FB,IBM
2019-04-25,49.526,55.201426782700004,27.66,50.3391469571,126.464211729,283.715832152,1263.45,193.26,127.215869752
2019-04-26,47.028,50.237993511800006,27.88,50.0988295174,127.18882277600001,285.037022126,1272.18,191.49,127.95917823100001
2019-04-29,48.294,48.973180400299995,27.69,50.1748482994,127.07131828200001,285.483895205,1287.58,194.78,127.60128896299999
2019-04-30,47.738,48.906106977700006,27.63,49.2086741031,127.884057699,285.629614687,1188.48,193.4,128.720840006
2019-05-01,46.802,48.6378132874,26.81,51.6241095938,125.2206225,283.48268098,1168.08,193.03,128.986962795
2019-05-02,48.82,48.43659301970001,28.29,51.288155622,123.585351625,282.870659154,1162.61,192.53,128.09682795
2019-05-03,51.006,49.586423121,28.22,51.925732502799995,126.2194107,285.639329319,1185.4,195.47,128.702486711
2019-05-06,51.06800000000001,49.3804118945,27.42,51.1238569642,125.485007612,284.463858828,1189.39,193.88,128.821783133
2019-05-07,49.412,48.6669893096,26.66,49.7457100142,122.909700784,279.713403703,1174.1,189.77,126.30738161
2019-05-08,48.968,47.4715244375,27.09,49.755518889300006,122.899908743,279.324818417,1166.27,189.54,126.637740935
2019-05-09,48.396,44.9456228529,27.21,49.220935196999996,122.89011670100001,278.479645419,1162.38,188.65,125.683369554
2019-05-10,47.904,44.5407073317,27.96,48.541670597,124.48621941200001,279.87855245,1164.27,188.34,125.66479657200001
2019-05-13,45.402,43.1524255447,26.24,45.7204537138,120.78482785,272.845158768,1132.03,181.54,122.043065071
2019-05-14,46.462,43.54770022020001,27.32,46.4442213959,122.13612953100001,275.312675336,1120.44,180.73,123.798211875
2019-05-15,46.39,43.9815382786,27.58,47.0005870291,123.849736736,276.92530427400004,1164.21,186.27,124.81043939700001
2019-05-16,45.666,43.894770666899994,28.01,46.793796262700006,126.70962194399999,279.489967164,1178.98,186.99,126.18484006899999
2019-05-17,42.206,43.277756539399995,27.5,46.527922420299994,125.86443250100001,277.68304558299997,1162.3,185.3,124.736147469
2019-05-20,41.072,41.9955240556,26.68,45.0730016716,124.046292421,275.846980105,1138.85,182.72,125.479066751
2019-05-21,41.01600000000001,42.8632001724,27.35,45.9370916594,124.71458174799999,278.333925937,1149.63,184.82,126.714170058
2019-05-22,38.546,42.4197212683,27.41,44.9966860317,125.47132113200001,277.479038307,1151.42,185.32,126.621305147
2019-05-23,39.098,42.930686092600006,26.36,44.2286060425,124.00698128399999,274.088631684,1140.77,180.87,122.943854701
2019-05-24,38.126,42.9692494756,26.44,44.05874219880001,124.065947989,274.710368142,1133.47,181.06,122.841703299
2019-05-28,37.74,42.0051649013,29.03,43.8765693808,123.987325715,272.155419885,1134.15,184.31,121.151561933
2019-05-29,37.972,42.6414607203,28.09,43.66731681970001,122.78833604,270.329069039,1116.46,182.19,120.436502124
2019-05-30,37.644,43.1235030075,28.03,43.8938019447,123.564730994,271.067381083,1117.95,183.01,120.325064231
2019-05-31,37.032,42.458284651199996,27.41,43.09864221229999,121.550035229,267.414679392,1103.63,177.47,117.929149546
2019-06-03,35.79400000000001,41.899115598099996,27.58,42.6629045262,117.776166088,266.73465514099996,1036.23,164.15,119.11782039799999
2019-06-04,38.72,43.1813480819,29.57,44.2236824529,121.038990449,272.524575907,1053.05,167.5,123.222449432
2019-06-05,39.31800000000001,42.9499677841,29.5,44.937602955600006,123.663008836,274.885231521,1042.22,168.17,122.108070508
2019-06-06,41.19,43.4802143,31.82,45.597363971899995,125.618737896,276.67272383799997,1044.34,168.33,122.78598435299999
2019-06-07,40.9,44.376812953999995,32.41,46.8110288266,129.137084646,279.44139400299997,1066.04,173.35,123.798211875
2019-06-10,42.576,45.1191580762,33.23,47.409244971999996,130.316418753,280.723725448,1080.38,174.82,125.12618009200001
2019-06-11,43.42,45.167362305,32.41,47.958225220699994,129.825029542,280.655723023,1078.72,178.1,126.249845506
2019-06-12,41.852,44.656397480600006,32.18,47.8055939408,129.22553470399998,280.160276783,1077.03,175.04,125.246904475
2019-06-13,42.782,45.0227496188,31.39,47.795746761400004,130.041240795,281.31631800900004,1088.77,177.47,126.073402177
2019-06-14,42.984,44.5310664859,30.36,47.4486336894,130.169001989,281.00544978,1085.35,181.33,125.506926224
2019-06-17,45.006,44.4732214115,29.2,47.7317400957,130.562113358,281.112310734,1092.5,189.01,125.32119640399999
2019-06-18,44.948,45.668686283599996,30.45,48.854318541400005,132.83233151299999,284.055844278,1103.6,188.47,126.64916462
2019-06-19,45.286,45.3794609113,30.5,48.7115344408,133.35320407700002,284.6970100000001,1102.33,187.48,127.29921899200001
2019-06-20,43.924,45.4951510602,30.01,49.1029598199,134.591504888,287.417107004,1111.42,189.53,128.942927904
2019-06-21,44.372,45.7554538953,29.1,48.935557771000006,134.611160457,287.000932162,1121.88,191.14,129.26795509
2019-06-24,44.728,45.9193482729,29.26,48.8863218742,135.40721097899998,286.64950245,1115.52,192.6,129.407252455
2019-06-25,43.952,45.167362305,28.86,48.145321628299996,131.13212484299999,283.83806474700003,1086.35,188.84,128.487889844
2019-06-26,43.854,46.4592356345,29.92,49.186660844399995,131.623514054,283.554968589,1079.8,187.66,128.6364737
2019-06-27,44.56800000000001,45.7554538953,30.74,49.1718900753,131.839725307,284.560448045,1076.01,189.5,128.6364737
2019-06-28,44.692,46.1507285707,30.37,48.723843415,131.65299740700002,286.02473851599996,1080.91,193.0,128.060711256
2019-07-01,45.434,46.3242637941,31.2,49.6174749408,133.34337629200002,288.621413616,1097.95,193.0,129.89943648
2019-07-02,44.91,46.391749714300005,31.24,49.9079667316,134.227876872,289.373082724,1111.25,195.0,130.215177175
2019-07-03,46.98,46.777383543999996,31.19,50.321548264200004,135.092721883,291.686661667,1121.58,197.2,131.44099399
2019-07-05,46.62,46.3531863313,31.5,50.27723595720001,134.699610515,291.354755827,1131.59,196.4,131.292410134
2019-07-08,46.06800000000001,46.102524341999995,32.04,49.2408203308,134.601332673,289.753798246,1116.35,195.76,130.54020436
2019-07-09,46.012,46.0350384218,33.15,49.5411593009,134.10994346200002,290.114989896,1124.83,199.21,129.388679473
2019-07-10,47.784,46.478517326,33.79,50.0310564735,135.47600546799998,291.501184874,1140.48,202.73,130.44733945
2019-07-11,47.72,46.8545103099,33.06,49.6667108376,136.0165336,292.184520427,1144.21,201.23,131.16239925899998
2019-07-12,49.01600000000001,48.127101948,33.21,50.048289037299995,136.50792281100001,293.492619914,1144.9,204.87,132.55537291299999
2019-07-15,50.7,48.319918862799994,34.39,50.5184918512,136.50792281100001,293.590239278,1150.34,203.91,133.093989393
2019-07-16,50.476000000000006,47.404038517299995,33.85,50.3437044178,134.71926608299998,292.643331441,1153.58,203.84,133.289005704
2019-07-17,50.972,47.6161371236,33.6,50.0605980115,133.923215561,290.65189640200003,1146.35,201.8,132.86182711700002
2019-07-18,50.708,48.1463836395,33.0,50.6292726189,134.070632325,291.715947477,1146.33,200.78,138.953765231
2019-07-19,51.636,48.46453154899999,32.51,49.8735016039,134.267188009,290.095466023,1130.1,198.36,139.000197686
2019-07-22,51.136,49.5057428892,32.85,51.013312613400004,136.046016953,290.808087385,1138.07,202.32,139.05591663200002
2019-07-23,52.034,49.891376718900005,33.49,51.4121233771,136.891206396,292.88737985299997,1146.21,202.36,139.65025205799998
2019-07-24,52.976000000000006,51.019355670799996,34.11,51.37027286479999,138.296579539,294.263812895,1137.81,204.66,139.325224872
2019-07-25,45.764,50.286651394399996,33.67,50.9640767167,137.775706975,292.858094043,1132.12,200.71,139.659538549
2019-07-26,45.608,49.737123186999995,34.02,51.141325945,138.905902161,294.820243273,1250.41,199.75,140.560328178
2019-07-29,47.154,50.6240809954,33.48,51.61891414340001,138.60124085,294.28333676799997,1239.41,195.94,140.11457660899998
2019-07-30,48.452,49.843172490200004,33.87,51.397352608,137.93295152299999,293.560953469,1225.14,197.04,139.083776105
2019-07-31,48.322,48.7344752298,30.45,52.446077208599995,133.923215561,290.349276371,1216.68,194.23,137.662942978
2019-08-01,46.77,47.7221864268,29.86,51.3111897887,135.682388937,287.820934826,1209.01,192.73,139.594533111
2019-08-02,46.868,46.9316370759,29.44,50.2255382656,134.542365967,285.65378493,1193.99,189.02,136.743580366
2019-08-05,45.664,45.283052453900005,27.99,47.5963413796,129.93313516799998,277.06328083799997,1152.32,181.73,130.71664769
2019-08-06,46.15,45.577098248999995,28.86,48.49735829,132.370425655,280.948531552,1169.95,184.51,130.688788217
2019-08-07,46.684,45.353871405,29.19,48.9995644367,132.950264924,281.114484472,1173.99,185.15,129.184376671
2019-08-08,47.66,45.780914063199994,33.92,50.080292370200006,136.498095027,286.62997857700003,1204.8,190.16,131.608150829
2019-08-09,47.002,44.625957783000004,34.19,49.6691726324,135.338416489,284.67759128299997,1188.01,187.85,127.87878352799999
2019-08-12,45.802,44.2571482146,32.43,49.543140103199995,133.451481919,281.21210383700003,1174.71,185.37,125.99061519700001
2019-08-13,47.0,45.4606320695,32.11,51.6412110304,136.213089285,285.585451375,1197.27,188.45,127.55939187
2019-08-14,43.924,44.5191971185,30.24,50.1041084194,132.124731049,277.14137633,1164.29,179.71,123.294573849
2019-08-15,43.128,44.3542033641,29.67,49.8545145871,131.828885256,277.873521565,1167.26,182.59,123.92396329299999
2019-08-16,43.988,45.1306445609,31.18,51.0308181929,134.244959231,281.973534881,1177.6,183.7,125.652435795
2019-08-19,45.36600000000001,45.8391471529,31.48,51.982240227,136.493387256,285.370688772,1198.45,186.17,126.85485144799999
2019-08-20,45.172,45.22769971050001,30.72,51.984711453100005,135.359311717,283.184015003,1182.69,183.81,124.9385015
2019-08-21,44.166,45.7615030332,31.7,52.5481509954,136.86812526,285.48783201,1191.25,183.55,126.112735537
2019-08-22,44.43,45.4023989798,31.9,52.5036689262,135.872111091,285.399974582,1189.53,182.04,126.178492643
2019-08-23,42.28,43.6359952572,29.54,50.0769249327,131.54290099,278.068760294,1151.29,177.75,121.716403304
2019-08-26,43.0,44.2183261547,30.28,51.028346966899996,133.574375434,281.143770282,1168.89,180.36,122.11094594
2019-08-27,42.816,44.4415529988,30.2,50.4525512943,133.8603597,280.040671461,1167.84,181.3,123.219422871
2019-08-28,43.118,44.4415529988,30.78,50.79110926479999,133.682852224,282.01258262700003,1171.02,181.76,124.713048565
2019-08-29,44.342,45.48974861439999,31.45,51.6510959346,136.207402989,285.61473718400003,1192.85,185.57,126.70454949100001
2019-08-30,45.122,46.013846422200004,31.45,51.5843728309,135.951003302,285.48783201,1188.1,185.67,127.315151191
2019-09-03,45.002,45.5965092789,30.9,50.8331201079,134.156205493,283.818540874,1168.39,182.39,125.97182745299999
2019-09-04,44.136,47.479379181000006,30.95,51.6955780038,135.724188194,287.039979908,1181.41,187.14,128.057267102
2019-09-05,45.916,48.624629946199995,31.5,52.706309463400004,138.110677589,290.729991893,1211.38,190.9,132.425417718
2019-09-06,45.49,49.4204821729,30.56,52.7013670112,137.173832579,290.954516432,1204.93,187.49,132.049662826
2019-09-09,46.358,50.07075167520001,30.5,52.9262485829,135.615711404,291.100945479,1204.41,188.76,133.956618902
2019-09-10,47.108,50.293978519300005,30.23,53.5514687768,134.195651599,291.03261192400004,1206.0,186.17,136.25811761399999
2019-09-11,49.42,51.235413470299996,29.76,55.254143533900006,134.235097704,293.102142455,1220.17,188.49,134.896006131
2019-09-12,49.174,51.44893479939999,30.21,55.1305822308,135.615711404,294.117383848,1234.25,187.47,134.914793876
2019-09-13,49.04,50.9927755963,30.69,54.0580701196,135.418480875,293.922145118,1239.56,187.19,134.961763237
2019-09-16,48.562,50.66278808770001,30.83,54.3422611168,134.442189759,293.014285027,1231.3,186.22,133.843892434
2019-09-17,48.958,50.4201502137,30.99,54.5399592018,135.48751156,293.756192198,1229.15,188.08,133.58086401
2019-09-18,48.698,50.2163343996,30.42,55.051502996800004,136.601864046,293.931907055,1232.41,188.14,133.599651755
2019-09-19,49.32,50.051340645299994,30.29,54.6042110795,139.116553285,293.912383182,1238.71,190.14,134.304192177
2019-09-20,48.124,49.226371873699996,30.05,53.8060050612,137.509124477,292.529721048,1229.93,189.93,133.280260097
2019-09-23,48.246,49.401071143,30.64,54.0506564414,137.213278685,292.461070517,1234.03,186.82,133.45874367
2019-09-24,44.642,48.352875527399995,29.52,53.7936489309,135.477650034,290.166181328,1218.76,181.28,133.092382651
2019-09-25,45.74,49.5175373225,29.54,54.6215096619,137.430232266,291.88244461,1246.52,182.8,134.48267575
2019-09-26,48.512,49.4204821729,29.47,54.3397898908,137.607739742,291.274397047,1241.39,180.11,134.84903677
2019-09-27,48.426,49.2846049635,28.72,54.0753687021,135.822803459,289.705242047,1225.09,177.1,134.557826729
2019-09-30,48.174,50.0125185854,28.99,55.3480501243,137.104801894,291.048831016,1219.0,178.08,136.605690889
2019-10-01,48.938,49.265193933599996,28.76,55.5012661402,135.171942715,287.586882795,1205.1,175.81,134.952369365
2019-10-02,48.62600000000001,47.9355383841,28.31,54.1099658669,132.78545332,282.50674348,1176.63,174.6,133.10177652299998
2019-10-03,46.606,48.5566913415,28.68,54.5696139146,134.392882127,284.821247106,1187.83,179.38,133.411774309
2019-10-04,46.286,49.4204821729,29.01,56.099302847299995,136.207402989,288.675484077,1209.0,180.45,134.322979921
2019-10-07,47.544,49.1293167241,28.93,56.1116589776,135.221250347,287.429967295,1207.68,179.68,132.716627759
2019-10-08,48.01,48.2655258928,28.23,55.454312845,133.791329015,282.967682761,1189.13,177.75,129.992404794
2019-10-09,48.90600000000001,48.9934395147,28.46,56.1042452995,136.325741306,285.6548607,1202.31,179.85,131.20421432
2019-10-10,48.948,49.6048869571,28.38,56.8604404746,137.173832579,287.586882795,1208.67,180.03,132.575719675
2019-10-11,49.578,50.5560274232,29.75,58.3728308249,137.745801112,290.568277297,1215.45,184.19,134.10692085899998
2019-10-14,51.392,50.11927925,30.53,58.2888091388,137.617601268,290.244639078,1217.14,183.28,133.430562053
2019-10-15,51.578,51.0995362609,30.72,58.1528917054,139.609629606,293.11815417400004,1243.01,188.89,134.332373794
2019-10-16,51.95,50.905425961700004,30.81,57.9181252294,138.465692541,292.647407673,1243.64,189.55,133.496319159
2019-10-17,52.394,50.332800579099995,31.14,58.14300680109999,137.755662638,293.510442924,1253.07,190.39,126.122129409
2019-10-18,51.39,49.847524831099996,30.97,58.4222553462,135.50723461299998,292.225697267,1245.49,185.85,125.96243358
2019-10-21,50.7,50.594849483000004,32.03,59.4354580319,136.51311030899998,294.206755455,1246.15,189.76,124.54395886399999
2019-10-22,51.11600000000001,50.4783833035,31.51,59.2995405984,134.481635865,293.245648017,1242.8,182.34,125.84031324
2019-10-23,50.93600000000001,50.1969233697,31.36,60.0952753906,135.339588664,294.098876049,1259.13,186.15,126.234855877
2019-10-24,59.93600000000001,50.6919046326,31.72,60.1941244331,138.002200799,294.579429768,1260.99,186.38,125.943645836
2019-10-25,65.626,54.7973374604,32.71,60.935492251899994,138.781261386,295.785717675,1265.13,187.89,127.23060634
2019-10-28,65.542,55.0885029092,33.69,61.5458850893,142.19334953,297.452944864,1290.0,189.4,127.728481571
2019-10-29,63.244,54.6808712809,33.03,60.1224588773,140.852181936,297.364679895,1262.62,189.31,125.70879902799999
2019-10-30,63.002,54.933214669799995,33.13,60.115045199099995,142.607533639,298.276751239,1261.29,188.25,127.05212276600001
2019-10-31,62.984,54.86527606510001,33.93,61.474219533500005,141.384704363,297.48236652,1260.11,191.65,125.62425417799999
2019-11-01,62.662,54.845865035200006,34.89,63.2189051337,141.729857788,300.23819499,1273.74,193.62,127.315151191
2019-11-04,63.494,55.9134716807,36.29,63.634071112200004,142.548364481,301.444482897,1291.37,194.72,129.325439861
2019-11-05,63.444,55.855238591,36.15,63.5426357479,142.45961074299998,301.11103746,1292.03,194.32,129.53210505200002
2019-11-06,65.316,56.209489887,35.93,63.5698192346,142.065149686,301.179687991,1291.8,191.55,130.368159686
2019-11-07,67.108,56.6486265267,36.28,64.3013021491,142.262380215,302.238867616,1308.86,190.42,130.866034917
2019-11-08,67.428,56.86331555060001,36.29,64.47727996409999,143.938839707,302.984216242,1311.37,190.84,130.789999746
2019-11-11,69.018,56.941384286499996,36.31,64.9878634834,144.08676260299998,302.405590335,1299.19,189.61,128.756058902
2019-11-12,69.986,56.7950054066,36.71,64.9283780249,145.03346914,303.043059554,1298.8,194.47,128.87011166
2019-11-13,69.222,56.4924890548,37.52,65.550496779,145.27014577399999,303.141131742,1298.0,193.19,127.81512365200001
2019-11-14,69.87,56.4144203188,38.35,65.0969201575,146.009760256,303.582456586,1311.46,193.15,127.358912622
2019-11-15,70.434,56.5607991988,38.56,65.8702311188,147.893311804,305.77927358700003,1334.87,195.1,127.73908848100001
2019-11-18,69.998,56.8437983666,39.88,66.2023582625,148.258188281,306.004839619,1320.7,197.4,127.653548912
2019-11-19,71.904,56.941384286499996,41.29,66.00159483979999,148.307495913,305.91657465,1315.46,199.32,127.85314123799999
2019-11-20,70.444,56.5022476468,40.98,65.233241,148.051096226,304.77893727400004,1303.05,197.51,126.598560905
2019-11-21,70.96600000000002,56.814522590600006,39.52,64.9407708287,147.912564256,304.288576336,1301.35,197.93,127.206842279
2019-11-22,66.608,56.219248478999994,39.15,64.8837639309,148.021410804,304.965274431,1295.34,198.82,127.682062102
2019-11-25,67.268,57.3902795183,39.79,66.021423326,149.644213891,307.32881415099996,1306.69,199.79,129.231278726
2019-11-26,65.78399999999999,57.4781068462,38.99,65.5058826851,150.435825152,308.025126682,1313.55,198.97,128.39489183700002
2019-11-27,66.258,57.0975217584,39.41,66.3857717597,150.722784235,309.398137308,1312.99,202.0,127.14031150299999
2019-11-29,65.988,56.6486265267,39.15,66.2395366741,149.792641002,308.250692714,1304.96,201.64,127.78661046299999
2019-12-02,66.97399999999999,56.268041438900006,38.73,65.473661395,147.981830241,305.632165306,1289.92,199.7,126.32293340700001
2019-12-03,67.24,54.7164253118,38.9,64.3062592707,147.74434686200001,303.582456586,1295.28,198.82,125.572086087
2019-12-04,66.60600000000001,54.6676323519,39.69,64.8738496878,148.278684464,305.455635368,1320.54,198.71,125.44852893299999
2019-12-05,66.074,54.7261839038,39.62,65.8256170249,148.35784559,306.004839619,1328.13,199.36,125.372493761
2019-12-06,67.178,55.4385611194,39.63,67.0971187017,150.158761211,308.799896964,1340.62,201.05,126.617569698
2019-12-09,67.906,55.1653205436,38.93,66.15774416859999,149.772850721,307.828982307,1343.56,201.34,127.28287745
2019-12-10,69.768,55.2238720955,39.44,66.5443996492,149.545262483,307.485729651,1344.66,200.87,127.27337305399999
2019-12-11,70.54,55.6922845113,39.47,67.1119900664,150.109285507,308.35857212,1345.02,202.26,127.13080710700001
2019-12-12,71.936,56.160696927,42.59,67.28301075979999,151.633137186,311.016328403,1350.27,196.75,128.613492955
2019-12-13,71.678,56.3949031349,41.15,68.1975996852,152.909610345,311.202665559,1347.83,194.11,127.55850494799999
2019-12-16,76.3,56.307075806899995,42.35,69.3650018096,153.899124422,313.340639248,1361.17,197.92,127.482469776
2019-12-17,75.798,55.9167321271,42.77,69.5013226521,153.067932598,313.409289779,1355.12,198.39,127.56800934399999
2019-12-18,78.63,55.7898704312,42.3,69.33525908029999,152.751288093,313.428904217,1352.62,202.5,127.74859287700001
2019-12-19,80.808,56.5607991988,42.83,69.404658782,154.077236956,314.713649874,1356.04,206.06,127.891158824
2019-12-20,81.118,57.5268998062,44.15,69.2609022571,155.759410888,316.0866605,1349.59,206.3,128.87011166
2019-12-23,83.844,57.800140381999995,45.46,70.3911259698,155.759410888,316.569566569,1348.84,206.18,128.832094074
2019-12-24,85.05,57.9757950379,46.54,70.4580471107,155.729725465,316.579421795,1343.56,205.12,128.290343476
2019-12-26,86.18799999999997,58.3758973097,46.63,71.855955387,157.006198625,318.264665425,1360.4,207.79,128.2238127
2019-12-27,86.07600000000002,58.629620701499995,46.18,71.8286912185,157.293157707,318.185823618,1351.89,208.1,128.565970973
2019-12-30,82.94,58.180725469799995,45.52,72.2550036716,155.937523421,316.431593406,1336.14,204.41,126.227889443
2019-12-31,83.666,58.4051730857,45.86,72.7829371163,156.04636997,317.200301027,1337.02,205.25,127.39693020799999
2020-01-02,86.052,59.3712736931,49.1,74.4435728347,158.935751075,320.166724025,1367.37,209.78,128.70853692
2020-01-03,88.602,58.649137885500004,48.6,73.7198330888,156.956722921,317.742338452,1360.66,208.67,127.682062102
2020-01-06,90.308,58.4832418216,48.39,74.3072519921,157.36242369299998,318.954531238,1394.21,212.6,127.45395658700001
2020-01-07,93.812,57.50738262220001,48.25,73.957774923,155.927628281,318.05770568099996,1393.34,213.06,127.539496155
2020-01-08,98.428,57.54641699020001,47.83,75.1474840943,158.411308614,319.75280453700003,1404.32,215.22,128.603988559
2020-01-09,96.268,57.868450526000004,48.97,76.7436772325,160.390336769,321.920954236,1419.83,218.3,129.96311725299998
2020-01-10,95.63,57.5171412142,48.165,76.9171764867,159.648201211,320.99456300099996,1429.73,218.06,129.915595271
2020-01-13,104.972,58.151449693800004,48.745,78.5604622796,161.567858521,323.20213360400004,1439.23,221.91,129.830055703
2020-01-14,107.584,57.995312221899994,48.21,77.49963826850001,160.429917332,322.709372309,1430.88,219.06,129.088712779
2020-01-15,103.7,57.5171412142,48.545,77.1675111248,161.468907113,323.438659026,1439.2,221.15,129.849064496
2020-01-16,102.698,58.2197598378,49.77,78.13414982649999,164.427554204,326.12913569799997,1451.7,221.77,131.141662415
2020-01-17,102.1,58.1612082858,50.93,78.9991675365,165.347802295,327.144223967,1480.39,222.14,131.455307498
2020-01-21,109.44,59.088274525299994,51.05,78.4637984094,164.754093849,326.503634283,1484.4,221.44,132.272685594
2020-01-22,113.912,61.21564758,51.43,78.7438757768,163.962482587,326.543055186,1485.95,221.32,136.758760725
2020-01-23,114.44,61.7914045077,51.71,79.12309557520001,164.971786946,326.917553771,1486.65,219.76,135.789312286
2020-01-24,112.964,66.81707938470001,50.35,78.895067984,163.309403296,324.010262129,1466.71,217.94,133.59379670299998
2020-01-27,111.604,64.1041908103,49.26,76.5751350999,160.578344443,318.816558076,1433.9,214.87,131.74994378899999
2020-01-28,113.38,65.6850827134,50.53,78.74139721600001,163.724999209,322.157479658,1452.56,217.79,132.63385266
2020-01-29,116.198,64.728740698,47.51,80.3896401305,166.277945528,321.891388559,1458.63,223.23,130.866034917
2020-01-30,128.162,64.8653609859,48.78,80.2731477741,170.968242254,322.936042505,1455.84,209.53,129.991630443
2020-01-31,130.114,62.3866786193,47.0,76.7139345033,168.44498135700002,317.07218309,1434.23,201.91,136.606690382
2020-02-03,156.0,62.8648496271,48.02,76.5032568375,172.551464777,319.427582082,1485.94,204.19,139.02080708399998
2020-02-04,177.412,63.8797431945,49.45,79.0289102658,178.23127558,324.29606368,1447.07,209.83,141.72005568
2020-02-05,146.94,65.7143584894,49.84,79.67333606689999,178.013582483,328.041049524,1448.23,210.11,148.58222992700001
2020-02-06,149.792,65.7924272253,49.32,80.6052749178,181.704469991,329.14483482599996,1476.23,210.85,148.990918975
2020-02-07,149.614,64.7431218575,49.73,79.5122296166,181.96174365099998,327.39060461400004,1479.23,212.33,147.34665838700002
2020-02-10,154.256,65.1059657697,52.26,79.8898773028,186.721306362,329.834700639,1508.68,213.06,148.326344141
2020-02-11,154.876,66.1062381765,53.8,79.40787959810001,182.505976393,330.40630374200003,1508.79,207.19,147.413891723
2020-02-12,153.458,66.1552711376,53.89,81.2936335049,182.77314519400002,332.535032538,1518.27,210.76,149.171563223
2020-02-13,160.8,66.13565795310001,54.53,80.71473935430001,181.783631117,332.180244405,1514.66,213.14,148.21108699299998
2020-02-14,160.006,65.9689458854,55.31,80.7346155483,183.40643420400002,332.71242660400003,1520.74,214.18,144.743767804
2020-02-18,171.68,64.8608009641,56.89,79.2563236187,185.26672066900002,331.85502195,1519.67,217.8,145.127958296
2020-02-19,183.484,65.81204040979999,58.9,80.4041738229,185.820848552,333.441713321,1526.69,217.49,144.897444001
2020-02-20,179.882,64.18414610069999,57.27,79.5793117714,182.98313162099998,332.07183692,1518.15,214.58,145.243215444
2020-02-21,180.2,63.095614364,53.28,77.7780316892,177.1985548,328.65207353,1485.11,210.18,143.917758247
2020-02-24,166.75799999999995,60.5655135704,49.12,74.0835441274,169.558547678,317.75219367799997,1421.59,200.72,140.642534304
2020-02-25,159.982,58.5747753491,47.57,71.57417463350001,166.760519095,308.12363796700004,1388.45,196.77,136.1090865
2020-02-26,155.76,58.4963226113,47.49,72.7096022164,168.844157401,306.990286988,1393.18,197.2,134.22655309
2020-02-27,135.8,54.750204382,44.01,67.9567073235,156.947574882,293.202825945,1318.09,189.75,127.848990925
2020-02-28,133.59799999999998,54.446200023100005,45.48,67.9169549355,160.747734269,291.970922706,1339.33,192.47,125.005981285
2020-03-02,148.724,57.054753554499996,47.46,74.2400691552,171.44374424,304.615177544,1389.11,196.44,128.991957638
2020-03-03,149.102,54.8874966732,46.75,71.8822556407,163.228256062,295.893302617,1341.39,185.89,123.80538599799999
2020-03-04,149.9,57.545083165600005,50.11,75.21648718600001,169.221196714,308.330597711,1386.52,191.76,128.91511954
2020-03-05,144.908,55.8583493033,48.11,72.7766843712,164.974543404,298.081162768,1319.04,185.17,124.429695548
2020-03-06,140.696,54.691364828699996,48.59,71.8102044374,160.31116243399998,293.153549815,1298.41,181.09,122.68162881
2020-03-09,121.6,49.866521454899996,43.27,66.1305819987,149.44647698,270.25986003400004,1215.56,169.5,113.15370461200001
2020-03-10,129.066,52.9359848207,45.38,70.8934149886,159.666226767,284.244425596,1280.39,178.19,119.83861917
2020-03-11,126.846,50.660855425,45.7,68.4312514555,152.433025219,270.387977971,1215.41,170.24,113.307380809
2020-03-12,112.11,44.659220984399994,39.01,61.673345491800006,137.97654421,244.518009967,1114.91,154.47,98.7465611676
2020-03-13,109.324,53.3772814708,43.9,69.0623206154,157.59251054799998,265.420944114,1219.73,170.28,103.683408988
2020-03-16,89.014,43.7472079076,38.71,60.1776618925,134.364904479,236.377593368,1084.33,146.01,95.16398483110001
2020-03-17,86.04,49.1114138537,41.88,62.8236802202,145.42803167600002,249.14011091700002,1119.8,149.42,102.434789889
2020-03-18,72.244,46.6891855746,39.12,61.2857597086,139.306103891,236.525421756,1096.8,146.96,99.4573135775
2020-03-19,85.52799999999998,45.0514846733,39.82,60.8161846251,141.598106028,237.028038278,1115.29,153.13,96.37418488040001
2020-03-20,85.506,44.9436121588,39.61,56.9552339384,136.279867304,226.872778888,1072.32,149.73,91.61982754379999
2020-03-23,86.85799999999998,48.6210842425,41.64,55.745270628,134.920541361,221.072054428,1056.62,148.1,91.02433228139999
2020-03-24,101.0,51.3865432495,46.22,61.3379347179,147.184241105,241.10190641,1134.46,160.98,101.311032701
2020-03-25,107.85,50.268591736000005,44.63,61.0000394197,145.77530472700002,244.711246074,1102.49,156.21,101.666408906
2020-03-26,105.632,54.4658132076,47.5,64.2100447524,154.893702838,258.999868206,1161.75,163.34,108.42816156200001
2020-03-27,102.872,51.3571234728,46.58,61.5516038035,148.533644961,251.285400462,1110.71,156.79,103.760247086
2020-03-30,100.426,54.4167802464,47.86,63.3081624492,158.98160275200001,259.44607778,1146.82,165.95,108.466580611
2020-03-31,104.8,53.0732771119,45.48,63.1789671881,156.481236785,255.57892814,1162.81,166.8,106.545628152
2020-04-01,96.312,50.876600453900004,43.66,59.85467373979999,150.924867969,244.07663690299998,1105.62,159.6,100.98447078299999
2020-04-02,90.894,53.298828733,44.49,60.8534524888,154.05032542799998,249.708793301,1120.84,158.19,105.652385259
2020-04-03,96.002,53.0830837041,42.59,59.9788999524,152.63146696299998,246.099453637,1097.88,154.18,102.137042258
2020-04-06,103.248,57.2999183601,47.52,65.21130802569999,163.98233468700002,262.629039407,1186.92,165.55,110.281880685
